filename,Ford,Honda,Kia,Lexus,Mazda,Mercedes-Benz,Mitsubishi,Nissan,Subaru,Suzuki,Toyota_Land_C,UNKNOWN,black,blue,brown,car,crown,front_side,gray,green,grey,hyunday,rear_side,red,toyota,toyota_aqua,toyota_prius,truck,white,yellow
car_ee747b81_jpg.rf.11c99f5ecf5eca5a1424d774fce3e10c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_571bb4f4_jpg.rf.48ff654ad7948a90912573d4ac242b16.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
car_1a7e6908_jpg.rf.d5ecec90983a6b9951a238b15984e956.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
car_e01685d1_jpg.rf.25137bd72e0a0cdd55aad970bd49398f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
car_71561f41_jpg.rf.a03a4f52a829532704e355c7bcbd0881.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
car_ecea4c88_jpg.rf.f8d68ca4fbe29e9595e46febb0f71128.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
car_4f50b6e3_jpg.rf.8d883b6743df0430373523e031ad7618.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
car_45daac10_jpg.rf.4f969f18cdcce5c326957475c1301773.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_1c4abfd4_jpg.rf.8c00313ae7f5a368de1214c187bdafb8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
car_1d4ea261_jpg.rf.47be1a087293b2e8db1c904800fdfc89.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_ddab8af7_jpg.rf.b7e691e00f84881bc5fe17d5d578a76f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
car_d32b76c3_jpg.rf.f7f05a189d74af5a4f64e483192a5e64.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_1b922880_jpg.rf.d64ef8cec47ba3080603795f93ce0820.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
car_569a9b23_jpg.rf.7a2be8f28eb8888b6d57646daf7a5319.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
car_e64a59f6_jpg.rf.7fdb440cdd5ca89d0c037613762c7860.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
car_7056b53c_jpg.rf.7933ce2fd7628da196fd6908447e8a70.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
car_26f1ba44_jpg.rf.922557e2896f70c90b5363c09f33e919.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_774edd79_jpg.rf.728956aa456cc8e61a2ff36e3fa454aa.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
car_e4772156_jpg.rf.8cb8c3d24562380ec7d1e3df76e5e451.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
car_e2605b29_jpg.rf.e7a1c78caa23d252ac89899c841ecfe6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
car_26a425cb_jpg.rf.c2f568687a0fe594a2d36f71de3cec71.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
car_d5b7cec0_jpg.rf.4dbb2efee1e1c128e613b6376a25e846.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
car_d4284619_jpg.rf.b2f01be90065a71af81f57c15430951e.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
car_6f1eed13_jpg.rf.ad5ce7cb7d2bf1dc469b1618a114de4a.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_d2ea7d95_jpg.rf.fae45ced808773dc41e7b429df1880a6.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_25a123d5_jpg.rf.a8502429f8c750b1599dc3f7b4cf9fe8.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_719eeef8_jpg.rf.88b2155649d1f783a2bb0f3710d7fb06.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
car_d5d3517d_jpg.rf.84bdd026087c874711f09370c62de7e8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_d450b5b8_jpg.rf.ba5d31a51753cd8c96c38d202a1740d5.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
car_e35fdba1_jpg.rf.48395629d89c9299184539631a9bcff4.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_752a3da2_jpg.rf.738ab43cf41cbadbe46a00f2afc87889.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_208373b3_jpg.rf.c86dd1c0f7dbc807ad4552e0f6987d81.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
car_75a14e7b_jpg.rf.4a0cec8494a3a7fd0e98696329dafb6e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_06e53747_jpg.rf.0e0b78c2d5babfb5974d97a5e3b345e2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
car_ce893d7c_jpg.rf.31fb03e00a37c6adc7cca12afbe0ace8.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_ea5366b0_jpg.rf.4ab9f146172b34a147623beeec6e699c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_72139e36_jpg.rf.0ca6c6ddb53d46f17425cd3e7e7ebe8e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
car_e3f51f3e_jpg.rf.490d8eb61e20c418e0d55e295c0a4ed2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
car_de95307e_jpg.rf.087bdd15e7580bf57d106192de77b98d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
car_64a7e9e5_jpg.rf.02aeb4b55b931e9540341253eaf41ec8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
car_56a6007b_jpg.rf.a56955762060ad43db562eeaec47049d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
car_d6999dd8_jpg.rf.a45440ff12d459178910188133bcf2ee.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_ce2eab2b_jpg.rf.e135cd163862d9101195b4836d5b4e87.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
car_794c7532_jpg.rf.71e20d62120b99d96eea27335d61ba08.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
car_8ddf516f_jpg.rf.5baa7b1a4b0466e89458b4dc076189db.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
car_940ace19_jpg.rf.01e5dc91dece4d7a38d64f12815e85dd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
car_75e242d1_jpg.rf.97bc25388b4027ad5edd9c909870ab33.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
car_e8a0946b_jpg.rf.0af5d2557189b126c5f73f28be86bb5e.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
car_8fb33089_jpg.rf.1e576a42d867fa9acdde492e6dd56b2e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_8e125589_jpg.rf.a7fe4e494c0d9bc386f56e33c359a39b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_73cc7f19_jpg.rf.0a19b0db38e1088b23d741ea4215a415.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
car_72085a3e_jpg.rf.d62bceb178070d4736f4d699dc430463.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
car_771131ef_jpg.rf.812f1d9e9f6ebab746070918abfbaf86.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
car_26778327_jpg.rf.c4e09e221e2cf8012fd11b04d9cc78f8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
car_e7091d90_jpg.rf.d63c71a60c6941b1119c5c6ac408f043.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
car_79db7cdc_jpg.rf.e41a028e2d16015565bce8f01bfb3d0c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_77b70286_jpg.rf.ef71db065b4101a78c7326851441a935.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_7c735aba_jpg.rf.663dd668ce0fe6bf6f7053e0ecab8817.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
car_1c8b83b0_jpg.rf.ee021e9f6f850d410ca1d950330a8333.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
car_dc606a99_jpg.rf.dc8ca3759c1b5854f8ed9cceff93efa9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_d8226025_jpg.rf.51feeddca4acb2766753a3da218f2906.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
car_20302a2e_jpg.rf.87116cf77d5bf9d05ad033f411059d5e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
car_7b83e944_jpg.rf.159b5c1dbb52a280d66643954eb3225b.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
car_73befcf3_jpg.rf.a7f61a5514df9b59fa8018f83dc0217b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
car_1999e36d_jpg.rf.fb6ff22bc17966467892d8ac605db7c8.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
car_7abc3823_jpg.rf.30e1ffa62347a300ba8a3566198edfc9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
car_7d2b67cc_jpg.rf.63c783063a0c89c90edbec4ce6859e70.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
car_8b70c712_jpg.rf.e3ba4f42f668258097ddec9f7da46d1f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
car_20011094_jpg.rf.97e8d57625299d78080e5ff54ab3fd02.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
car_71aa8436_jpg.rf.9f820ee5ab49fa51f2dad07940b5e5cb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
car_796c6fd5_jpg.rf.8278a4fe4db59cdecbae7bd91254ecf6.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
car_e9905523_jpg.rf.1dd7a488f98c4c7f2902ca41753d30a3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
car_953912b3_jpg.rf.ebe956d0aa8cfcc620b3a502b1b517fd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_84d19b50_jpg.rf.11b5c7e8865a1a977468b4517ca865b1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
car_d831b762_jpg.rf.eed6a0da8851c831b37320b4a8487b9a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
car_24ecc633_jpg.rf.4b1af49f30986d06de08c84d69ad91b6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
car_dea43e23_jpg.rf.ab5b3c61bcaa046bfc6c4090aa8cb42a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
truck_73b6797a_jpg.rf.647dea5ca1ea64a35905d161d1540a69.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
car_94288024_jpg.rf.215d2e2250f89168922eddd6de0f030e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
car_fc8548d9_jpg.rf.729d1730f1de68bb7b8a00e9f00e0bce.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
car_850a6e8e_jpg.rf.6a519a7be0a219d4eed206bef9005573.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_8f4cbe0f_jpg.rf.68cfe8ead204b5b6c18e7a25290c7dc4.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
car_94b2928d_jpg.rf.2350fc06a6155b12a4be7b2090c56a20.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
car_96bf76ca_jpg.rf.f1ede713f318586ef48d7b9478dc2023.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
car_833bcfc0_jpg.rf.b810d2f91dc669ab81dd0ac40d0e0f95.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_94d5f09a_jpg.rf.a902bbbd97ba51a0b68cf40e08549565.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
car_95691dfa_jpg.rf.785f327c89424b2a06730a93fb8992dc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
car_231cf5ee_jpg.rf.aab7b972dc672e4ff88cb23fc26d8789.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
car_df70f02d_jpg.rf.08fcbabc07255e7c778f49fc1126bddd.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
car_8ea1dfe6_jpg.rf.0acca07583cd2b5e9022bed633feb32b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
car_f7d36978_jpg.rf.8ba64792d5e114872e0dc8a6b625adfe.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_e4237230_jpg.rf.10a686452803b944ddafd69794518a4b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
car_7ef8d848_jpg.rf.1df188fb660bc2be105f074067dbdba5.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_9641b4f1_jpg.rf.4398c3faeda7c7a3b1090e9d22d562f4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
car_7e473fde_jpg.rf.2b1872b5e0bbdb1150cf75b72d1c2b80.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_96de639b_jpg.rf.aa3dc1f9c98a7df77d2475b77b0821a0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
truck_8541de59_jpg.rf.09de550c6e51b2306b9530c4ec86e40b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
car_d814f554_jpg.rf.f61b6368c488540c99a1ea8353ca845a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
car_9411fc38_jpg.rf.ea03907dceb7aea5d84e22df855de0b9.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_997cfe62_jpg.rf.462cfa624255ec2cf5a78418bd42e128.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
car_2835fad5_jpg.rf.2b83943af5df96622a14b5a89b5b0a1c.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
car_a4fbdb46_jpg.rf.800adc10dda548d59655d8098a286039.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
car_85200c4c_jpg.rf.542ddeecb21b4a17827df71c89507565.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
truck_1033994c_jpg.rf.e73518b4934d74300975b28149501497.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
car_fe586daf_jpg.rf.ef93ac815820816a0278fd2d00a6c817.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
car_fab594f2_jpg.rf.0d848cf9d71f711a399c15468b63ae03.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
car_98bfb24a_jpg.rf.f5c0702c02ae5e24f7d398bc002e0478.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
